,NH4_Loss(gN/day/m2)_Delineated_Average,Year,Step,DON_Loss(gN/day/m2)_Delineated_Average,Runoff_All(mm/day)_Delineated_Average,NO3_Loss(gN/day/m2)_Delineated_Average,DOC_Loss(gC/day/m2)_Delineated_Average,DOC_mg/L,Sfc_Water_Temp_C,CO2
1714,8.668201189721001e-06,2002,1714,7.085873221512884e-05,0.16835670173168182,4.451432323548943e-05,0.006197602488100529,0.017707435680287226,14.4125,0.004426858920071807
1715,6.986437256273348e-06,2002,1715,5.667057484970429e-05,0.13118980824947354,3.535913128871471e-05,0.004949886817485094,0.014142533764243128,8.7125,0.003535633441060782
1716,5.756849077442894e-06,2002,1716,4.63392170786392e-05,0.10432332754135132,2.872152435884345e-05,0.0040447949431836605,0.011556556980524746,15.0875,0.0028891392451311864
1717,4.77263984066667e-06,2002,1717,3.811689748545177e-05,0.08377945423126221,2.3504437194787894e-05,0.003326634177938104,0.009504669079823155,17.1875,0.002376167269955789
1718,4.114155672141352e-06,2002,1718,3.2544794521527365e-05,0.07048578560352325,2.002000110223889e-05,0.002840751782059669,0.008116433663027627,16.8125,0.0020291084157569067
1719,3.6434828416531677e-06,2002,1719,2.853697878890671e-05,0.06056468188762665,1.7563794244779274e-05,0.002492370316758752,0.007121058047882148,18.162498,0.001780264511970537
1720,3.196907755409484e-06,2002,1720,2.483895696059335e-05,0.051768574863672256,1.5288698705262505e-05,0.0021706125698983674,0.006201750199709621,18.2375,0.0015504375499274053
1721,2.82377459370764e-06,2002,1721,2.1808691599289887e-05,0.04469772055745125,1.3420649338513613e-05,0.0019070882117375727,0.005448823462107351,18.7625,0.0013622058655268377
1722,2.5145134259219053e-06,2002,1722,1.93397791008465e-05,0.039015993475914,1.1900310710188933e-05,0.0016925334930419922,0.004835809980119978,19.1375,0.0012089524950299945
1723,2.539045681260177e-06,2002,1723,1.9416036593611352e-05,0.04060852527618408,1.1971889762207864e-05,0.0017019665101543069,0.004862761457583734,18.2375,0.0012156903643959335
1724,3.229982667107833e-06,2002,1724,2.4562134058214724e-05,0.05433346703648567,1.5191494640021121e-05,0.0021584900096058846,0.0061671143131596705,15.5375,0.0015417785782899176
1725,3.847026619041571e-06,2002,1725,2.9202268706285395e-05,0.06289216130971909,1.8065826225210916e-05,0.0025705425068736076,0.0073444071624960226,15.987499,0.0018361017906240056
1726,3.659593858174048e-06,2002,1726,2.7734209652408026e-05,0.05865079164505005,1.712496487016324e-05,0.0024426598101854324,0.006979028029101236,16.5875,0.001744757007275309
1727,3.2888117402762873e-06,2002,1727,2.489331200195011e-05,0.05162598565220833,1.5332559996750206e-05,0.002193216234445572,0.00626633209841592,16.9625,0.00156658302460398
1728,2.8989336442464264e-06,2002,1728,2.1927529815002345e-05,0.04469426348805428,1.3473919352691155e-05,0.0019328044727444649,0.005522298493555614,18.162498,0.0013805746233889035
1729,2.572577159298817e-06,2002,1729,1.9462950149318203e-05,0.039031289517879486,1.1936600458284374e-05,0.0017166214529424904,0.00490463272269283,18.6875,0.0012261581806732075
1730,2.3035356662148843e-06,2002,1730,1.7441114323446527e-05,0.034472111612558365,1.0675958037609233e-05,0.0015392301138490438,0.004397800325282982,18.162498,0.0010994500813207456
1731,2.518602968848427e-06,2002,1731,1.900123970699497e-05,0.04102125763893128,1.1635240298346616e-05,0.001679706503637135,0.004799161438963243,16.2125,0.0011997903597408108
1732,4.257116870576283e-06,2002,1732,3.1953542929841205e-05,0.07720416784286499,1.9594101104303267e-05,0.0028334315866231923,0.008095518818923408,14.112499,0.002023879704730852
1733,6.0418842622311794e-06,2002,1733,4.5364755351329216e-05,0.10214024782180786,2.77156268566614e-05,0.004027069080621004,0.011505911658917156,11.862499,0.002876477914729289
1734,5.384099040384172e-06,2002,1734,4.022125358460471e-05,0.09071697294712068,2.440481512167025e-05,0.0035684290342032905,0.010195511526295116,11.487499,0.002548877881573779
1735,5.693684215657413e-06,2002,1735,4.214298314764165e-05,0.09823021292686462,2.539160595915746e-05,0.003738524857908487,0.010681499594024249,9.6875,0.002670374898506062
1736,5.8548889683152075e-06,2002,1736,4.304272442823276e-05,0.096366286277771,2.572034645709209e-05,0.003817272372543812,0.01090649249298232,9.7625,0.00272662312324558
1737,4.963982064509764e-06,2002,1737,3.620652933022939e-05,0.07925649732351303,2.1443929654196843e-05,0.0032088742591440678,0.009168212168983052,12.762501,0.002292053042245763
1738,4.296065526432358e-06,2002,1738,3.1069517717696726e-05,0.06671377271413803,1.8249984350404706e-05,0.0027522994205355644,0.007863712630101613,13.0625,0.0019659281575254033
1739,3.784395175898681e-06,2002,1739,2.713725552894175e-05,0.05725869163870812,1.581458855071105e-05,0.002403362421318889,0.006866749775196826,14.112499,0.0017166874437992065
1740,3.3707228794810362e-06,2002,1740,2.397273055976257e-05,0.049763008952140815,1.3865993423678448e-05,0.002123068785294891,0.00606591081512826,15.237499,0.001516477703782065
1741,3.027808133992949e-06,2002,1741,2.1367648514569737e-05,0.04368967562913895,1.2271179002709688e-05,0.0018926212796941397,0.005407489370554686,15.8375,0.0013518723426386714
1742,6.097207460697973e-06,2002,1742,4.211063787806779e-05,0.12044057250022888,2.41401357925497e-05,0.0037431586533784866,0.01069473900965282,12.762501,0.002673684752413205
1743,1.5540095773758367e-05,2002,1743,0.00010674193617887795,0.271110475063324,6.075970304664224e-05,0.009504685178399086,0.027156243366854533,10.5125,0.006789060841713633
1744,1.130405598814832e-05,2002,1744,7.727338379481806e-05,0.18698535859584808,4.341944440966472e-05,0.0068670311011374,0.01962008886039257,12.387501,0.004905022215098143
1745,1.145032456406625e-05,2002,1745,7.723320595687255e-05,0.20444735884666446,4.295424878364429e-05,0.006857195869088173,0.019591988197394782,10.0625,0.0048979970493486956
1746,1.3579538062913345e-05,2002,1746,9.094942652154714e-05,0.22860722243785855,5.0030583224724985e-05,0.008068402297794819,0.023052577993699485,7.5875,0.005763144498424871
1747,1.0424882020743096e-05,2002,1747,6.943003972992301e-05,0.16745640337467196,3.7701203837059445e-05,0.006147376261651516,0.017563932176147188,12.1625,0.004390983044036797
1748,7.979251677170396e-06,2002,1748,5.277672971715219e-05,0.12361783534288405,2.8364449462969787e-05,0.004667154513299465,0.013334727180855616,15.6875,0.003333681795213904
1749,6.45343152427813e-06,2002,1749,4.236647873767652e-05,0.09707479923963548,2.2575170078198425e-05,0.0037430890370160346,0.0106945401057601,14.5625,0.002673635026440025
1750,5.4566603466810184e-06,2002,1750,3.556562660378404e-05,0.08010584861040115,1.87909317901358e-05,0.003139442764222622,0.008969836469207492,12.8375,0.002242459117301873
1751,4.7478906708420254e-06,2002,1751,3.073170228162781e-05,0.0681820660829544,1.610190520295873e-05,0.0027109149377793074,0.0077454712507980215,13.362499,0.0019363678126995054
1752,4.197858743282268e-06,2002,1752,2.6984997020917945e-05,0.05905095860362052,1.4028277291799895e-05,0.0023793971631675963,0.006798277609050276,14.1875,0.001699569402262569
1753,3.759519131563138e-06,2002,1753,2.4003547878237438e-05,0.05189081281423569,1.2385007721604781e-05,0.00211582169868052,0.006045204853372915,13.887501,0.0015113012133432288
1754,3.4491024507588013e-06,2002,1754,2.186867459386121e-05,0.04697676002979279,1.120462275139289e-05,0.0019275959348306058,0.005507416956658874,14.487499,0.0013768542391647185
1755,3.2112245662574423e-06,2002,1755,2.022683293034788e-05,0.04290715232491493,1.0292502338415943e-05,0.0017828618874773387,0.005093891107078111,13.2125,0.0012734727767695277
1756,2.957957804028411e-06,2002,1756,1.8515936972107735e-05,0.03890398889780045,9.35262141865678e-06,0.0016317598056048155,0.004662170873156616,12.987499,0.001165542718289154
1757,2.734451754804468e-06,2002,1757,1.7016720448737033e-05,0.03537435084581375,8.534791959391441e-06,0.0014998795231804252,0.0042853700662297866,15.387501,0.0010713425165574466
1758,2.5308231670351238e-06,2002,1758,1.5659559721825644e-05,0.03223128616809845,7.802076652296819e-06,0.001380578032694757,0.003944508664842163,15.1625,0.0009861271662105408
1759,2.357277253395296e-06,2002,1759,1.4506343177345114e-05,0.029587831348180767,7.1793274400988585e-06,0.001279157237149775,0.0036547349632850717,14.4125,0.0009136837408212679
1760,2.22008793571149e-06,2002,1760,1.3579554433817975e-05,0.027528176084160805,6.672833023912972e-06,0.0011972077190876007,0.0034205934831074308,9.6125,0.0008551483707768577
1761,2.1166192709642932e-06,2002,1761,1.2863877600466369e-05,0.02593283355236053,6.27343843007111e-06,0.0011338007170706987,0.0032394306202019967,8.3375,0.0008098576550504992
1762,2.0234422208886826e-06,2002,1762,1.2215494280098936e-05,0.024468285962939262,5.913243967370363e-06,0.0010765454499050977,0.0030758441425859937,10.5875,0.0007689610356464984
1763,1.934984993567923e-06,2002,1763,1.1598858691286294e-05,0.02309565059840679,5.575388058787212e-06,0.0010221193078905344,0.0029203408796872415,10.1375,0.0007300852199218104
1764,1.855171376519138e-06,2002,1764,1.1040639947168527e-05,0.021852506324648857,5.270761448628036e-06,0.0009729127050377427,0.0027797505858221223,10.5875,0.0006949376464555306
1765,1.777229385879764e-06,2002,1765,1.0501022188691422e-05,0.020633937790989883,4.979891400580526e-06,0.000925583066418767,0.002644523046910763,13.2125,0.0006611307617276907
1766,1.7283763327213817e-06,2002,1766,1.013107794278767e-05,0.0199073888361454,4.775744400831172e-06,0.000893331423867494,0.0025523754967642686,11.7875,0.0006380938741910671
1767,1.7151493238998228e-06,2002,1767,9.976633009500803e-06,0.019471710547804832,4.675548098020953e-06,0.0008799637435004115,0.00251418212428689,7.1375,0.0006285455310717225
1768,1.6733829397708178e-06,2002,1768,9.6639641924412e-06,0.018764719367027283,4.50101151727722e-06,0.0008523062570020556,0.0024351607342915876,6.8375,0.0006087901835728969
1769,1.621699766474194e-06,2002,1769,9.298271834268236e-06,0.01795877330005169,4.304763479012763e-06,0.0008200653246603906,0.0023430437847439733,10.0625,0.0005857609461859933
1770,1.567081881148624e-06,2002,1770,8.918977073335554e-06,0.017127469182014462,4.105979314772412e-06,0.0007867392268963157,0.002247826362560902,11.4125,0.0005619565906402255
1771,1.5132537782847064e-06,2002,1771,8.549151061743032e-06,0.016321636736392975,3.9142882997111875e-06,0.0007542948587797582,0.0021551281679421663,11.9375,0.0005387820419855416
1772,1.5057446489663562e-06,2002,1772,8.435186828137375e-06,0.01621759682893753,3.843606918962905e-06,0.0007446352392435074,0.00212752925498145,9.6875,0.0005318823137453625
1773,1.529622863927216e-06,2002,1773,8.506524864060339e-06,0.016127370297908783,3.856740477203856e-06,0.0007516174227930605,0.0021474783508373158,11.9375,0.0005368695877093289
1774,1.5033826912258519e-06,2002,1774,8.296614396385849e-06,0.015762016177177433,3.7430247630254603e-06,0.0007332349196076392,0.0020949569131646834,8.2625,0.0005237392282911709
1775,1.508021910012758e-06,2002,1775,8.244823220593389e-06,0.015574623830616474,3.7065065043861978e-06,0.0007286829059012233,0.002081951159717781,-2.5375001,0.0005204877899294452
1776,1.4871927760395918e-06,2002,1776,8.064937901508529e-06,0.015220212750136852,3.6195647226122674e-06,0.0007125119445845486,0.00203574841309871,-9.212501,0.0005089371032746775
1777,1.4661277418781538e-06,2002,1777,7.900313903519416e-06,0.014884598553180696,3.5373843729757937e-06,0.00069772097049281,0.0019934884871223146,-2.7625002999999997,0.0004983721217805786
1778,1.4608439187213662e-06,2002,1778,7.82521783548873e-06,0.01479438506066799,3.496283625281649e-06,0.0006911176606081426,0.001974621887451836,4.7375,0.000493655471862959
1779,1.46793922795041e-06,2002,1779,7.81737981014885e-06,0.014676824212074282,3.4867871363530867e-06,0.0006905228947289287,0.001972922556368368,1.8125,0.000493230639092092
1780,1.441341055397061e-06,2002,1780,7.633499990333803e-06,0.014311459846794604,3.4000179311988173e-06,0.0006740698008798063,0.0019259137167994466,-2.7625002999999997,0.00048147842919986166
1781,1.4176196145854192e-06,2002,1781,7.471335720765637e-06,0.013983462005853651,3.322889369883342e-06,0.0006595537415705621,0.0018844392616301777,-1.1124996999999999,0.00047110981540754443
1782,1.3924484392191514e-06,2002,1782,7.3050823630182995e-06,0.013641455210745336,3.2446332625113428e-06,0.0006447272025980054,0.0018420777217085871,2.1125002,0.0004605194304271468
1783,1.3651758763444375e-06,2002,1783,7.1293693508778225e-06,0.01327766664326191,3.1629811019229237e-06,0.0006291218451224267,0.0017974909860640766,4.3625,0.00044937274651601916
1784,1.3366624216359924e-06,2002,1784,6.948121608729707e-06,0.012901741079986095,3.0794210488238605e-06,0.0006130767869763076,0.0017516479627894504,5.7875,0.0004379119906973626
1785,1.3083925978207844e-06,2002,1785,6.768800176359947e-06,0.012533145025372505,2.997043111463426e-06,0.0005972136277705432,0.0017063246507729806,5.7125,0.00042658116269324515
1786,1.508279524387035e-06,2002,1786,7.722719601588324e-06,0.01526365615427494,3.421575001993915e-06,0.0006831002538092433,0.0019517150108835524,7.3625,0.0004879287527208881
1787,1.944961695699021e-06,2002,1787,9.906965715344997e-06,0.018725560978055,4.3864833969564634e-06,0.0008790247375145555,0.002511499250041587,3.4625,0.0006278748125103968
1788,1.8902150031863132e-06,2002,1788,9.583354767528363e-06,0.018062343820929527,4.23672918259399e-06,0.0008500099647790194,0.002428599899368627,0.38749993,0.0006071499748421567
1789,1.840373329287104e-06,2002,1789,9.290564776165413e-06,0.01745174080133438,4.101013018953381e-06,0.0008237875881604849,0.0023536788233156714,2.8625002,0.0005884197058289178
1790,1.8062231674775833e-06,2002,1790,9.075836715055631e-06,0.017096208408474922,4.000899025413673e-06,0.0008046800503507258,0.0022990858581449307,5.8625,0.0005747714645362327
1791,1.7891313746076774e-06,2002,1791,8.946346497396007e-06,0.016737187281250954,3.938785994250794e-06,0.0007933522574603558,0.0022667207356010166,8.7875,0.0005666801839002541
1792,1.7455950001021847e-06,2002,1792,8.68522056407528e-06,0.016146432608366013,3.8188609323697165e-06,0.0007702970178797841,0.002200848622513669,9.7625,0.0005502121556284173
1793,1.687900066826842e-06,2002,1793,8.355138561455533e-06,0.015463169664144516,3.6686192288470916e-06,0.0007410304388031362,0.002117229825151818,9.2375,0.0005293074562879545
1794,1.6368444448744413e-06,2002,1794,8.061319022090173e-06,0.014864664524793625,3.5341493003215874e-06,0.0007149175507947803,0.0020426215736993724,7.2875,0.0005106553934248431
1795,1.5951192153806915e-06,2002,1795,7.8157636380638e-06,0.014375589787960052,3.420955636102008e-06,0.0006929968949407339,0.001979991128402097,3.1625,0.0004949977821005243
1796,1.5572147731290897e-06,2002,1796,7.5939974522043485e-06,0.01391270849853754,3.3179169349750737e-06,0.0006732912734150888,0.0019236893526145395,7.5875,0.00048092233815363487
1797,1.5167350966294182e-06,2002,1797,7.360134077316617e-06,0.0134377246722579,3.2105481295729987e-06,0.0006525220233015716,0.0018643486380044904,7.2125,0.0004660871595011226
1798,1.4783825008635176e-06,2002,1798,7.138395631045569e-06,0.01298438385128975,3.1085480713954894e-06,0.0006328632589429617,0.0018081807398370336,8.1875,0.0004520451849592584
1799,1.4416973499464805e-06,2002,1799,6.926528385520213e-06,0.012559053488075731,3.011210537806619e-06,0.0006140585755929352,0.0017544530731226722,7.0625,0.00043861326828066805
1800,1.408090156473918e-06,2002,1800,6.731616849720012e-06,0.012165199965238571,2.921252644227934e-06,0.0005967729957774283,0.0017050657022212236,7.5125,0.0004262664255553059
1801,1.375808437842352e-06,2002,1801,6.544691586896079e-06,0.011790125630795956,2.8350530101306508e-06,0.0005801962106488644,0.0016577034589967555,7.3625,0.00041442586474918887
1802,1.3451516451823409e-06,2002,1802,6.3671814132248974e-06,0.011433840729296207,2.753127546384348e-06,0.0005644672201015055,0.0016127634860043016,7.6625,0.0004031908715010754
1803,1.3151037592251669e-06,2002,1803,6.193831723066977e-06,0.011084549129009249,2.6732066089607542e-06,0.0005491391639225185,0.0015689690397786243,8.6375,0.0003922422599446561
1804,1.2853198541051822e-06,2002,1804,6.022927664162125e-06,0.010742660611867905,2.5946146706701256e-06,0.0005340376519598067,0.0015258218627423048,8.8625,0.0003814554656855762
1805,1.2568764304887736e-06,2002,1805,5.859842985955765e-06,0.010418808087706566,2.5195388388965507e-06,0.0005196266574785113,0.0014846475927957467,8.6375,0.0003711618981989367
1806,1.2294294720049948e-06,2002,1806,5.702805538021494e-06,0.01010427251458168,2.4471203232678813e-06,0.0005057801026850939,0.001445086007671697,9.6875,0.00036127150191792425
1807,1.2022183000226505e-06,2002,1807,5.548021817958215e-06,0.009798161685466766,2.375914391450351e-06,0.0004921298823319376,0.0014060853780912502,9.5375,0.00035152134452281255
1808,1.2399294746501257e-06,2002,1808,5.6826670515874875e-06,0.010489494539797306,2.4284154278575443e-06,0.0005044474382884799,0.0014412783951099429,5.2625,0.0003603195987774857
1809,1.33864000417816e-06,2002,1809,6.106651653681183e-06,0.01081945188343525,2.600648031148012e-06,0.000542634108569473,0.0015503831673413515,2.3375,0.0003875957918353379
1810,1.33915045807953e-06,2002,1810,6.062607099011075e-06,0.010857568122446535,2.5828931029536757e-06,0.0005387730197981,0.0015393514851374287,4.4375,0.0003848378712843572
1811,1.3662420315085908e-06,2002,1811,6.1410305534082e-06,0.010946044698357582,2.616592837512144e-06,0.0005459314561448991,0.0015598041604139975,4.8125,0.0003899510401034994
1812,1.3672615750692785e-06,2002,1812,6.104318345023785e-06,0.01078179944306612,2.601647111077909e-06,0.0005427162977866828,0.0015506179936762368,4.1375,0.0003876544984190592
1813,1.3462687320497937e-06,2002,1813,5.971708560537081e-06,0.010527106001973152,2.546298446759465e-06,0.0005308538093231618,0.0015167251694947481,2.7875,0.00037918129237368703
1814,1.3282400459502244e-06,2002,1814,5.8543027989799165e-06,0.010309407487511637,2.497327841410879e-06,0.0005203767796047032,0.0014867907988705806,4.3625,0.00037169769971764514
1815,1.3150931863492588e-06,2002,1815,5.759094165114219e-06,0.010138474404811859,2.4579367163823918e-06,0.0005119274137541653,0.0014626497535833295,5.6375,0.0003656624383958324
1816,1.3025770613239729e-06,2002,1816,5.669589427270694e-06,0.009936061687767506,2.420865030217101e-06,0.0005039545358158648,0.0014398701023310423,3.2375002,0.00035996752558276057
1817,1.2849320683017142e-06,2002,1817,5.561840680456953e-06,0.009734775871038435,2.3758232146064984e-06,0.0004942943342030048,0.0014122695262942997,-0.0625,0.0003530673815735749
1818,1.2687839898717355e-06,2002,1818,5.462586159410421e-06,0.009541528299450873,2.334224745936808e-06,0.00048541912110522384,0.0013869117745863538,3.2375002,0.00034672794364658846
1819,1.2509765383583726e-06,2002,1819,5.356988822313724e-06,0.009339121170341969,2.290234760948806e-06,0.0004759929433930665,0.0013599798382659045,3.7625,0.0003399949595664761
1820,1.2346392850304257e-06,2002,1820,5.261907062958927e-06,0.009166964329779148,2.2505491870106202e-06,0.00046746298903599387,0.0013356085401028397,-2.9125001,0.0003339021350257099
1821,1.2219178415762144e-06,2002,1821,5.1864681154256695e-06,0.009026939980685713,2.2186886781128123e-06,0.0004606731527019292,0.001316209007719798,-3.5125002999999997,0.0003290522519299495
1822,1.2089316214769494e-06,2002,1822,5.1115007408952815e-06,0.00888453982770443,2.1870819182367995e-06,0.00045394140761345625,0.001296975450324161,-0.5124999,0.0003242438625810402
1823,1.1953407010878434e-06,2002,1823,5.036049060436199e-06,0.008746503852307795,2.155388074243092e-06,0.0004471616121008992,0.0012776046060025692,-3.4375,0.0003194011515006423
1824,1.1834616771011495e-06,2002,1824,4.971630005456973e-06,0.008631561882793903,2.1281268800521502e-06,0.00044135088683106005,0.001261002533803029,-9.512501,0.0003152506334507572
1825,1.1725131798812072e-06,2002,1825,4.912646090815541e-06,0.008520678617060184,2.103053930113674e-06,0.0004360360908322036,0.0012458174023777246,-3.7374997000000003,0.00031145435059443116
1826,1.1598525588851771e-06,2003,1826,4.846554020332405e-06,0.00839628092944622,2.0752347609231947e-06,0.0004301041190046817,0.0012288689114419479,-0.96249986,0.00030721722786048697
1827,1.1463334885775112e-06,2003,1827,4.776917194249109e-06,0.008265979588031769,2.046092731688986e-06,0.0004238676046952605,0.001211050299129316,0.0124999285,0.000302762574782329
1828,1.1326688991175615e-06,2003,1828,4.706717845692765e-06,0.008134646341204643,2.0167933598713716e-06,0.00041758947190828616,0.0011931127768808176,0.7624999,0.0002982781942202044
1829,1.119110493164044e-06,2003,1829,4.6371028474823115e-06,0.008005179464817047,1.9877938939316664e-06,0.0004113675386179239,0.0011753358246226397,0.7624999,0.00029383395615565993
1830,1.158848363047582e-06,2003,1830,4.7799208005017135e-06,0.008452387526631355,2.049302793238894e-06,0.00042437427327968186,0.0012124979236562338,6.6875,0.00030312448091405846
1831,1.8593472077554909e-06,2003,1831,7.599304808536544e-06,0.01571192592382431,3.2385607937612804e-06,0.0006785201840102673,0.0019386290971721923,8.2625,0.00048465727429304806
1832,3.541892283465131e-06,2003,1832,1.4472620932792779e-05,0.028003759682178497,6.123220373410732e-06,0.0012973989360034466,0.0037068541028669904,5.6375,0.0009267135257167476
1833,3.3564163004484726e-06,2003,1833,1.3666332051798234e-05,0.0262243002653122,5.779908406111645e-06,0.0012248411076143384,0.0034995460217552526,6.8375,0.0008748865054388132
1834,3.1946019589668136e-06,2003,1834,1.296102891501505e-05,0.02471216768026352,5.479676929098787e-06,0.0011612408561632035,0.003317831017609153,2.3375,0.0008294577544022883
1835,3.0548815175279738e-06,2003,1835,1.2349387361609844e-05,0.023370828479528427,5.218480964686023e-06,0.0011062296107411382,0.0031606560306889665,6.9875,0.0007901640076722416
1836,2.9527777769544623e-06,2003,1836,1.1887569598911796e-05,0.022563494741916656,5.021278866479406e-06,0.0010647106682881713,0.0030420304808233467,5.8625,0.0007605076202058367
1837,2.8832330372097208e-06,2003,1837,1.1563847692741548e-05,0.021701967343688008,4.881572749582119e-06,0.0010355471167713404,0.0029587060479181154,3.8375,0.0007396765119795289
1838,2.807231339829741e-06,2003,1838,1.1212778190383688e-05,0.02119570411741734,4.730683940579183e-06,0.0010039402404800057,0.002868400687085731,4.2875,0.0007171001717714327
1839,2.7579510515352013e-06,2003,1839,1.097453150578076e-05,0.02045572176575661,4.626923782780068e-06,0.0009824640583246946,0.0028070401666419847,3.3125,0.0007017600416604962
1840,2.6573468403512383e-06,2003,1840,1.053351934388047e-05,0.01951926201581955,4.438672931428299e-06,0.0009427902987226844,0.0026936865677790983,5.3375,0.0006734216419447746
1841,2.6192351469944697e-06,2003,1841,1.0334149919799527e-05,0.01926257088780403,4.352156338427449e-06,0.0009250128641724585,0.002642893897635596,7.8875,0.000660723474408899
1842,2.6191971755906707e-06,2003,1842,1.0292134902556427e-05,0.019007867202162743,4.33079594586161e-06,0.0009213188313879073,0.002632339518251164,6.0125,0.000658084879562791
1843,2.5222311705874745e-06,2003,1843,9.868555025605021e-06,0.01811760850250721,4.150375843892107e-06,0.0008833077736198902,0.0025237364960568292,7.4375,0.0006309341240142073
1844,2.4298735752381613e-06,2003,1844,9.46503223531181e-06,0.01728150248527527,3.9786896195437285e-06,0.0008471030741930008,0.002420294497694288,7.2875,0.000605073624423572
1845,2.3488250917580444e-06,2003,1845,9.108736776397564e-06,0.016560055315494537,3.826939064310864e-06,0.0008150588255375624,0.0023287395015358925,4.0625,0.0005821848753839731
1846,2.282731202285504e-06,2003,1846,8.814839020487852e-06,0.015968982130289078,3.7012978282291434e-06,0.0007885599625296892,0.0022530284643705405,0.6125001,0.0005632571160926351
1847,2.2263809569267327e-06,2003,1847,8.563601113564799e-06,0.015463058836758137,3.593714154703776e-06,0.0007658800459466875,0.0021882287027048214,-1.1124996999999999,0.0005470571756762053
1848,2.172113681808696e-06,2003,1848,8.32387013360858e-06,0.014970553107559681,3.491178176773246e-06,0.0007442843052558602,0.002126526586445315,2.7875,0.0005316316466113288
1849,2.133391490133363e-06,2003,1849,8.142792466969695e-06,0.01474079769104719,3.4135923669964537e-06,0.0007280634599737822,0.002080181314210806,5.7875,0.0005200453285527016
1850,2.5275319330830825e-06,2003,1850,9.574245268595403e-06,0.01872883178293705,4.0055720091913835e-06,0.0008572836522944273,0.0024493818636983637,7.2125,0.0006123454659245909
1851,3.5934747302235337e-06,2003,1851,1.3545474757847842e-05,0.026779253035783768,5.6423905334668226e-06,0.0012154458090662954,0.0034727023116179873,9.6875,0.0008681755779044968
1852,3.908975031663432e-06,2003,1852,1.4674053090857342e-05,0.02844863198697567,6.1010514400550164e-06,0.0013175285421311855,0.003764367263231959,10.7375,0.0009410918158079898
1853,3.6767041819985033e-06,2003,1853,1.3737731023866218e-05,0.02640473283827305,5.7078250392805785e-06,0.0012332545593380928,0.003523584455251694,7.8125,0.0008808961138129235
1854,3.4901131584774703e-06,2003,1854,1.2981673535250591e-05,0.024764440953731537,5.389087618823396e-06,0.0011650996748358011,0.003328856213816575,5.5625,0.0008322140534541437
1855,3.3313385756628122e-06,2003,1855,1.233475541084772e-05,0.023369448259472847,5.1156789595552254e-06,0.0011068640742450953,0.003162468783557415,7.2875,0.0007906171958893538
1856,3.312256012577564e-06,2003,1856,1.2198152035125533e-05,0.02405618317425251,5.053418590250659e-06,0.0010946305701509118,0.003127515914716891,5.9375,0.0007818789786792228
1857,3.375003188921255e-06,2003,1857,1.2376465747365728e-05,0.02347261644899845,5.119449724588776e-06,0.0011106235906481745,0.0031732102589947845,2.0375,0.0007933025647486961
1858,3.238718591092038e-06,2003,1858,1.182695632451214e-05,0.0222773551940918,4.887398063146975e-06,0.0010610545286908746,0.003031584367688213,4.7375,0.0007578960919220533
1859,3.1048848541104235e-06,2003,1859,1.1289846952422522e-05,0.021120352670550343,4.661425464291823e-06,0.0010126896668225527,0.0028933990480644366,6.3875,0.0007233497620161092
1860,2.98011354971095e-06,2003,1860,1.0789565749291796e-05,0.02006370946764946,4.451382210390875e-06,0.0009676209301687775,0.00276463122905365,5.1875,0.0006911578072634126
1861,2.9047300813545007e-06,2003,1861,1.0467836546013133e-05,0.019473910331726074,4.314670150051825e-06,0.0009387443424202502,0.0026821266926292863,7.4375,0.0006705316731573216
1862,2.8478127660491737e-06,2003,1862,1.0216502232651692e-05,0.01882956735789776,4.206528046779567e-06,0.000916348653845489,0.0026181390109871116,10.0625,0.0006545347527467779
1863,2.7246751415077597e-06,2003,1863,9.727248652779963e-06,0.01780267246067524,4.002074092568364e-06,0.0008725335937924683,0.002492953125121338,10.5875,0.0006232382812803346
1864,2.6129125672014197e-06,2003,1864,9.282085557060782e-06,0.016885364428162575,3.815830496023408e-06,0.0008326115203090013,0.002378890058025718,9.3125,0.0005947225145064295
1865,2.51496771852544e-06,2003,1865,8.889912351150999e-06,0.01607850193977356,3.651183305919403e-06,0.0007974349427968264,0.0022783855508480754,9.0125,0.0005695963877120189
1866,2.5209374143742025e-06,2003,1866,8.859009540174156e-06,0.01644355989992619,3.6336457469587913e-06,0.0007948708371259272,0.0022710595346455064,8.4875,0.0005677648836613766
1867,3.9821129576012035e-06,2003,1867,1.3836704965797253e-05,0.03872336447238922,5.642844826070359e-06,0.0012446681503206491,0.003556194715201855,5.1875,0.0008890486788004638
1868,7.2660254772927155e-06,2003,1868,2.516461790946778e-05,0.05307149142026901,1.0195567483606284e-05,0.0022678296081721787,0.006479513166206225,7.8875,0.0016198782915515563
1869,6.574575309059583e-06,2003,1869,2.265782495669555e-05,0.0470399335026741,9.163998583971988e-06,0.002041291212663055,0.005832260607608729,8.8625,0.0014580651519021822
1870,5.995078026899138e-06,2003,1870,2.055584809568245e-05,0.0420563705265522,8.300058652821463e-06,0.001851592445746064,0.005290264130703041,10.2125,0.0013225660326757602
1871,5.6940430113172624e-06,2003,1871,1.941433765750844e-05,0.040366780012845986,7.82602910476271e-06,0.0017483707051724195,0.004995344871921199,6.2375,0.0012488362179802997
1872,5.561325451708399e-06,2003,1872,1.8872811779147014e-05,0.03822299465537071,7.593188001919771e-06,0.0016990675358101726,0.004854478673743351,0.83749986,0.0012136196684358377
