,Year,DON_Loss(gN/day/m2)_Delineated_Average,NH4_Loss(gN/day/m2)_Delineated_Average,NO3_Loss(gN/day/m2)_Delineated_Average,Runoff_All(mm/day)_Delineated_Average,DOC_Loss(gC/day/m2)_Delineated_Average,Step,DOC_mg/L,Sfc_Water_Temp_C,CO2
1887,2003,1.769063965184614e-05,5.06368451169692e-06,6.570553523488343e-06,0.0349470078945159,0.0015963686164468,1887,0.004561053189848,2.4875002,0.001140263297462
1888,2003,1.6332958693965338e-05,4.687277396442369e-06,6.060817213437986e-06,0.0318645760416984,0.0014735098229721,1888,0.004210028065634572,-2.5375001,0.001052507016408643
1889,2003,1.5201110727502964e-05,4.373212505015545e-06,5.63574030820746e-06,0.0292828250676393,0.0013711564242839,1889,0.003917589783668286,1.3625001,0.0009793974459170714
1890,2003,1.4136355275695678e-05,4.077346602571197e-06,5.236443030298688e-06,0.0268719531595706,0.0012750361347571,1890,0.003642960385020286,5.4875,0.0009107400962550715
1891,2003,1.526373489468824e-05,4.426060058904113e-06,5.650813363899943e-06,0.0305941421538591,0.0013768294593319,1891,0.003933798455234,6.9875,0.0009834496138085
1892,2003,1.7484086129115894e-05,5.084175882075215e-06,6.466867944254773e-06,0.0344966948032379,0.0015770805766806,1892,0.004505944504801715,5.9375,0.0011264861262004287
1893,2003,1.817060365283396e-05,5.310960659699049e-06,6.715160907333484e-06,0.0372765287756919,0.0016390219097957,1893,0.004682919742273429,6.9125,0.0011707299355683573
1894,2003,3.137740714009851e-05,9.25695348996669e-06,1.1588400411710609e-05,0.0749432444572448,0.0028307668399065,1894,0.008087905256875715,7.9625,0.0020219763142189286
1895,2003,8.117835386656225e-05,2.4169497919501737e-05,2.988662527059205e-05,0.2180162221193313,0.0073246867395937,1895,0.020927676398839145,8.7875,0.005231919099709786
1896,2003,0.00010531747102504596,3.143372305203229e-05,3.861621735268273e-05,0.2635548412799835,0.0094950860366225,1896,0.02712881724749286,9.7625,0.006782204311873215
1897,2003,6.70003064442426e-05,2.006127942877356e-05,2.4442761059617624e-05,0.1605687588453292,0.0060308165848255,1897,0.017230904528072858,7.8875,0.0043077261320182145
1898,2003,4.972886745235883e-05,1.4940749679226428e-05,1.8077107597491704e-05,0.1148513853549957,0.0044725802727043,1898,0.012778800779155145,9.3875,0.003194700194788786
1899,2003,3.896611087839119e-05,1.1755920240830164e-05,1.412793244526256e-05,0.087159477174282,0.0035037114284932,1899,0.010010604081409144,12.237499,0.002502651020352286
1900,2003,3.170646959915757e-05,9.612520443624817e-06,1.14737940748455e-05,0.0689267814159393,0.0028513662982732,1900,0.008146760852209143,13.887501,0.0020366902130522857
1901,2003,2.672624759725295e-05,8.142706974467728e-06,9.654386303736828e-06,0.0568034946918487,0.002403347287327,1901,0.0068667065352200005,9.5375,0.0017166766338050001
1902,2003,3.167022077832371e-05,9.737613254401367e-06,1.1422190254961606e-05,0.0739390477538108,0.0028486957307904,1902,0.008139130659401143,12.012501,0.0020347826648502857
1903,2003,5.3477768233278766e-05,1.6573399989283644e-05,1.9245062503614463e-05,0.1323798894882202,0.0048100966960191,1903,0.013743133417197429,7.5125,0.003435783354299357
1904,2003,5.916722147958353e-05,1.840504592109937e-05,2.121247780451085e-05,0.1402980834245681,0.0053189867176115,1904,0.01519710490746143,8.6375,0.0037992762268653575
1905,2003,4.469968916964717e-05,1.396429433953017e-05,1.5966867067618296e-05,0.102388672530651,0.0040161372162401,1905,0.011474677760686001,10.8875,0.0028686694401715003
1906,2003,3.575945083866827e-05,1.122461344493786e-05,1.2739403246087022e-05,0.0795568153262138,0.0032121641561388,1906,0.009177611874682285,11.262501,0.0022944029686705713
1907,2003,2.9777480449411087e-05,9.39267465582816e-06,1.0584674782876393e-05,0.0646224096417427,0.0026745265349745,1907,0.007641504385641429,10.3625,0.0019103760964103572
1908,2003,2.6199399144388732e-05,8.306612471642438e-06,9.292996764997952e-06,0.0561825931072235,0.0023528530728071,1908,0.006722437350877429,8.3375,0.0016806093377193573
1909,2003,3.034168366866652e-05,9.69547272688942e-06,1.0741109690570738e-05,0.0699092373251915,0.0027245553210377,1909,0.007784443774393429,5.3375,0.0019461109435983572
1910,2003,3.6776160413865e-05,1.1800028005382046e-05,1.2983746273675932e-05,0.0825971588492393,0.0033016535453498,1910,0.009433295843856571,6.6125,0.0023583239609641427
1911,2003,3.102758637396619e-05,9.99887470243266e-06,1.0924420166702475e-05,0.06790541857481,0.0027851050253957,1911,0.007957442929702,10.6625,0.0019893607324255
1912,2003,2.6338038878748197e-05,8.528807484253775e-06,9.255143595510162e-06,0.0562756396830081,0.0023645209148526,1912,0.006755774042436001,12.762501,0.0016889435106090002
1913,2003,2.2783362510381263e-05,7.414335868816124e-06,7.993096005520783e-06,0.0476756356656551,0.0020456947386264,1913,0.005844842110361143,11.487499,0.0014612105275902858
1914,2003,2.0060168026247996e-05,6.559857865795493e-06,7.027407264104113e-06,0.0411541573703289,0.0018016727408394,1914,0.005147636402398286,12.5375,0.0012869091005995716
1915,2003,1.7825004761107266e-05,5.857233645656379e-06,6.237996331037721e-06,0.0358815528452396,0.0016015844885259,1915,0.004575955681502572,13.512501,0.001143988920375643
1916,2003,1.5993058696039952e-05,5.28022792423144e-06,5.59284944756655e-06,0.0316438116133213,0.0014375137398019,1916,0.004107182113719714,12.6875,0.0010267955284299286
1917,2003,1.4709834431414492e-05,4.879458629147848e-06,5.138008873473154e-06,0.0288173165172338,0.0013222551206126,1917,0.0037778717731788577,7.7375,0.0009444679432947144
1918,2003,1.67590278579155e-05,5.600248641712824e-06,5.8457198974792846e-06,0.0352065898478031,0.0015065164770931,1918,0.004304332791694571,4.6625,0.0010760831979236428
1919,2003,2.025124013016466e-05,6.795765784772812e-06,7.050473413983127e-06,0.0417532548308372,0.0018206121167168,1919,0.005201748904905143,8.5625,0.0013004372262262857
1920,2003,1.8144557543564588e-05,6.1151936279202346e-06,6.30588010608335e-06,0.0367264971137046,0.0016315784305334,1920,0.004661652658666858,12.012501,0.0011654131646667144
1921,2003,1.6305948520312086e-05,5.519765181816183e-06,5.659418093273416e-06,0.0324319191277027,0.0014667212963104,1921,0.004190632275172572,12.612499,0.001047658068793143
1922,2003,1.4779555385757703e-05,5.024706297263037e-06,5.123953087604605e-06,0.0289274677634239,0.0013298045378178,1922,0.003799441536622286,11.862499,0.0009498603841555715
1923,2003,1.7223990653292276e-05,5.900516498513753e-06,5.969094672764186e-06,0.0367815606296062,0.0015502964379265,1923,0.004429418394075715,10.8875,0.0011073545985189287
1924,2003,2.205521013820544e-05,7.586738774989499e-06,7.632598681084346e-06,0.0462039001286029,0.0019851955585181,1924,0.005671987310051715,6.6125,0.0014179968275129288
1925,2003,1.970881930901669e-05,6.806729288655333e-06,6.808137641201029e-06,0.0405449010431766,0.0017739727627485,1925,0.005068493607852858,9.3875,0.0012671234019632144
1926,2003,1.7680988094070926e-05,6.131117515906226e-06,6.098714948166162e-06,0.0357221439480781,0.0015917659038677,1926,0.004547902582479143,11.7875,0.0011369756456197859
1927,2003,1.5952216926962137e-05,5.554065410251496e-06,5.495881396200275e-06,0.0316955111920833,0.0014364474918693,1927,0.004104135691055143,11.487499,0.0010260339227637857
1928,2003,1.4522573110298254e-05,5.07637605551281e-06,4.998155873181531e-06,0.0284056477248668,0.0013080172939226,1928,0.0037371922683502863,11.3375,0.0009342980670875716
1929,2003,1.328503822151106e-05,4.661646016757004e-06,4.56957741334918e-06,0.025573244318366,0.0011970350751653,1929,0.003420100214758,13.137501,0.0008550250536895
1930,2003,1.2217600669828244e-05,4.303452897147508e-06,4.200247985863825e-06,0.0231933984905481,0.0011011267779394,1930,0.003146076508398286,10.8875,0.0007865191270995715
1931,2003,3.0979230359662324e-05,1.1057944902859164e-05,1.0639752872521058e-05,0.0836409255862236,0.0027931719087064,1931,0.007980491167732572,6.0125,0.001995122791933143
1932,2003,0.00020748170209117236,7.470591663150117e-05,7.03887126292102e-05,0.649939239025116,0.0187185257673263,1932,0.05348150219236086,6.1625,0.013370375548090214
1933,2003,0.00030390755273401737,0.00010910291894106194,0.0001009550178423524,0.8728339672088623,0.0273199398070573,1933,0.07805697087730658,5.1125,0.019514242719326644
1934,2003,0.00017063993436750025,6.073077020118944e-05,5.4988544434309006e-05,0.4721057713031769,0.0152333136647939,1934,0.04352375332798258,6.2375,0.010880938331995644
1935,2003,0.00011023607657989488,3.91897810914088e-05,3.508431473164819e-05,0.2857435047626495,0.0098101291805505,1935,0.028028940515858577,7.2125,0.007007235128964644
1936,2003,6.925119669176638e-05,2.4715645849937573e-05,2.1940601072856225e-05,0.1722144186496734,0.0061533991247415,1936,0.017581140356404287,9.8375,0.004395285089101072
1937,2003,5.149558637640439e-05,1.8504726540413685e-05,1.6316767869284377e-05,0.1248092651367187,0.0045740907080471,1937,0.013068830594420287,11.7125,0.003267207648605072
1938,2003,4.129585067857988e-05,1.4945921975595413e-05,1.3105310245009605e-05,0.0973172113299369,0.003668355057016,1938,0.010481014448617144,12.237499,0.002620253612154286
1939,2003,3.380455382284708e-05,1.2313475053815637e-05,1.0739512617874423e-05,0.0779571756720542,0.0030029516201466,1939,0.008579861771847429,10.5875,0.0021449654429618573
1940,2003,2.9177064789109863e-05,1.0692313480831215e-05,9.277674507757183e-06,0.0663031488656997,0.002592320786789,1940,0.007406630819397143,11.487499,0.0018516577048492858
1941,2003,5.178629726287909e-05,1.9246233932790343e-05,1.650383092055563e-05,0.1437082290649414,0.0046058371663093,1941,0.013159534760883716,9.3875,0.003289883690220929
1942,2003,0.00010924148227786644,4.074182652402669e-05,3.4689237509155646e-05,0.2924895584583282,0.0097152749076485,1942,0.027757928307567143,7.1375,0.006939482076891786
1943,2003,7.97588872956112e-05,2.9724431442446075e-05,2.5096060198848136e-05,0.2035311758518219,0.0070779835805296,1943,0.02022281023008457,8.5625,0.0050557025575211426
1944,2003,5.5784894357202575e-05,2.084244806610513e-05,1.7480686437920667e-05,0.1376573145389557,0.0049452879466116,1944,0.014129394133176001,12.762501,0.0035323485332940004
1945,2003,4.355005148681812e-05,1.6364161638193764e-05,1.3660384865943342e-05,0.105346530675888,0.0038607628084719,1945,0.011030750881348287,15.012501,0.0027576877203370717
1946,2003,4.474439629120752e-05,1.6966914699878544e-05,1.4090555850998498e-05,0.1131416335701942,0.0039688595570623,1946,0.011339598734463715,13.512501,0.0028348996836159287
1947,2003,4.777675712830387e-05,1.821384103095625e-05,1.5102659745025449e-05,0.1163302585482597,0.0042400155216455,1947,0.012114330061844286,14.637501,0.0030285825154610715
1948,2003,4.192420237814076e-05,1.6069699995568953e-05,1.330818031419767e-05,0.1031384393572807,0.0037213594187051,1948,0.010632455482014573,14.9375,0.0026581138705036433
1949,2003,5.300016346154735e-05,2.047867383225821e-05,1.6924086594372056e-05,0.1390383690595626,0.004707122221589,1949,0.01344892063311143,12.5375,0.0033622301582778573
1950,2003,8.693384734215215e-05,3.3799598895711824e-05,2.781016519293189e-05,0.2422785758972168,0.0077225076965987,1950,0.022064307704567715,11.3375,0.005516076926141929
1951,2003,9.520160529064016e-05,3.700118395499885e-05,3.042779462703038e-05,0.2510702610015869,0.0084486743435263,1951,0.024139069552932286,12.9125,0.0060347673882330715
1952,2003,6.837568071205169e-05,2.657512050063815e-05,2.1826537704328075e-05,0.1773926615715026,0.0060582077130675,1952,0.017309164894478573,12.237499,0.004327291223619643
1953,2003,8.767229883233085e-05,3.428986747167073e-05,2.79906907962868e-05,0.2525968849658966,0.0077657969668507,1953,0.022187991333859146,11.112499,0.0055469978334647865
1954,2003,0.00027091806987300515,0.00010612076584948228,8.473307389067486e-05,0.9294540882110596,0.0239924155175685,1954,0.0685497586216243,9.4625,0.017137439655406074
1955,2003,0.0004200460680294782,0.00016243029676843437,0.00012727687135338783,1.3098492622375488,0.037020668387413,1955,0.10577333824975142,5.1875,0.026443334562437856
1956,2003,0.00017780390044208616,6.784821744076908e-05,5.2179108024574816e-05,0.5318099856376648,0.015505813062191,1956,0.044302323034831434,8.4125,0.011075580758707858
1957,2003,9.071249951375648e-05,3.4491396945668384e-05,2.633649819472339e-05,0.2703768610954284,0.0078727817162871,1957,0.022493662046534572,13.137501,0.005623415511633643
1958,2003,7.225347508210689e-05,2.776873589027673e-05,2.112645233864896e-05,0.2203527837991714,0.006269855890423,1958,0.01791387397263714,13.0625,0.004478468493159285
1959,2003,7.073404412949458e-05,2.752557884377893e-05,2.09328700293554e-05,0.207813873887062,0.0061456165276467,1959,0.01755890436470486,14.112499,0.004389726091176215
1960,2003,6.662762461928651e-05,2.6153018552577123e-05,1.988505209737923e-05,0.19671131670475,0.005791291128844,1960,0.01654654608241143,13.512501,0.004136636520602858
1961,2003,6.404414307326078e-05,2.529008088458795e-05,1.923373383760918e-05,0.184076502919197,0.0055670444853603,1961,0.015905841386743714,11.3375,0.0039764603466859285
1962,2003,5.7113589718937874e-05,2.261453482788056e-05,1.7195243344758637e-05,0.163310021162033,0.0049616680480539,1962,0.014176194423011145,11.5625,0.003544048605752786
1963,2003,0.00010189189197262748,4.113376417080872e-05,3.102377741015516e-05,0.368926465511322,0.008877788670361,1963,0.025365110486745716,11.5625,0.006341277621686429
1964,2003,0.0002546396281104535,0.00010336688865208998,7.714866660535336e-05,0.8713594675064087,0.0222061593085527,1964,0.06344616945300773,9.5375,0.01586154236325193
1965,2003,0.00019087576947640628,7.64122887630947e-05,5.646293357131072e-05,0.5813633799552917,0.0165402144193649,1965,0.047257755483899724,10.4375,0.011814438870974931
1966,2003,0.00012254301691427827,4.8702680942369625e-05,3.5600205592345446e-05,0.4243482053279876,0.0105629200115799,1966,0.03017977146165686,11.5625,0.007544942865414215
1967,2003,0.00012921560846734792,5.185172267374583e-05,3.7743113352917135e-05,0.4386533796787262,0.0111368214711546,1967,0.03181948991758457,12.3125,0.007954872479396143
1968,2003,0.00010556310007814318,4.231495768181048e-05,3.0720668291905895e-05,0.3329580724239349,0.009077557362616,1968,0.025935878178902857,12.237499,0.006483969544725714
1969,2003,8.65065012476407e-05,3.471751551842317e-05,2.511976708774455e-05,0.2968359887599945,0.0074257077649235,1969,0.02121630789978143,11.3375,0.0053040769749453575
1970,2003,8.505047298967838e-05,3.439287320361473e-05,2.487742676748894e-05,0.2781484425067901,0.0073020383715629,1970,0.020862966775894002,11.9375,0.0052157416939735005
1971,2003,7.343639299506322e-05,2.975279130623676e-05,2.15252712223446e-05,0.2341607064008712,0.0062995529733598,1971,0.017998722781028,13.137501,0.004499680695257
1972,2003,5.864798731636256e-05,2.374739960941952e-05,1.7234577171620913e-05,0.1777234524488449,0.0050263190641999,1972,0.014360911611999715,15.012501,0.003590227902999929
1973,2003,4.6319626562763005e-05,1.875654561445117e-05,1.3696070709556809e-05,0.1419493705034256,0.0039675473235547,1973,0.01133584949587057,15.387501,0.0028339623739676426
1974,2003,4.506914410740137e-05,1.8416081729810685e-05,1.3550595213018823e-05,0.1520080119371414,0.0038657856639474,1974,0.011045101896992572,12.987499,0.002761275474248143
1975,2003,4.500280920183286e-05,1.8466427718522027e-05,1.372683163936017e-05,0.1302578449249267,0.0038650017231702,1975,0.011042862066200572,14.112499,0.002760715516550143
1976,2003,3.687182834255509e-05,1.5069715118443128e-05,1.13573960334179e-05,0.106123186647892,0.0031668415758758,1976,0.009048118788216571,17.5625,0.0022620296970541427
1977,2003,3.350449333083816e-05,1.372331735183252e-05,1.057658391800942e-05,0.0995615348219871,0.0028824429027736,1977,0.008235551150781714,18.6875,0.0020588877876954285
1978,2003,3.11308067466598e-05,1.2761597645294389e-05,1.015018733596662e-05,0.0853164121508598,0.0026833133306354,1978,0.007666609516101143,18.912498,0.0019166523790252858
1979,2003,2.718325595196802e-05,1.1107668797194492e-05,9.158418833976611e-06,0.0747093185782432,0.0023455729242414,1979,0.006701636926404001,17.712502,0.0016754092316010002
1980,2003,2.4580485842307095e-05,1.0005892363551538e-05,8.60201362229418e-06,0.0650781393051147,0.002123822690919,1980,0.006068064831197143,17.9375,0.0015170162077992857
1981,2003,3.860662400256842e-05,1.5941021047183312e-05,1.43080123962136e-05,0.1811633706092834,0.0033508080523461,1981,0.00957373729241743,16.6625,0.0023934343231043573
1982,2003,7.078010821714997e-05,2.924409636761993e-05,2.7540359951672144e-05,0.1996553540229797,0.0061607235111296,1982,0.017602067174656,16.8125,0.004400516793664
1983,2003,5.449204763863236e-05,2.220377245976124e-05,2.18376808334142e-05,0.1512861102819442,0.0047382493503391,1983,0.013537855286683142,16.4375,0.0033844638216707855
1984,2003,4.339617953519337e-05,1.745009285514243e-05,1.797358891053591e-05,0.1159054264426231,0.0037719337269663,1984,0.010776953505618001,17.2625,0.0026942383764045003
1985,2003,4.2001065594377e-05,1.674754821578972e-05,1.8170694602304135e-05,0.1324738562107086,0.0036545319017022,1985,0.010441519719149143,19.0625,0.0026103799297872857
1986,2003,4.872670615441166e-05,1.928570054587908e-05,2.2098005501902666e-05,0.143038734793663,0.0042459601536393,1986,0.012131314724683715,17.5625,0.0030328286811709287
1987,2003,8.281652844743803e-05,3.267686042818241e-05,3.903038668795489e-05,0.3633634746074676,0.0072287409566342,1987,0.02065354559038343,16.3625,0.005163386397595857
1988,2003,0.00015841439017094672,6.17850964772515e-05,7.666990131838247e-05,0.5428974032402039,0.0138294985517859,1988,0.03951285300510258,14.7875,0.009878213251275645
1989,2003,0.00013076141476631165,5.001682438887656e-05,6.446864426834509e-05,0.4192183911800384,0.0113840429112315,1989,0.03252583688923286,17.4875,0.008131459222308216
1990,2003,8.880029054125771e-05,3.3297237678198144e-05,4.477785114431754e-05,0.2587305009365082,0.0077127208933234,1990,0.02203634540949543,17.4875,0.005509086352373857
1991,2003,7.754294347250834e-05,2.8704836950055324e-05,4.021860513603315e-05,0.2893981635570526,0.006730968132615,1991,0.019231337521757146,17.1875,0.004807834380439286
1992,2003,7.9562101745978e-05,2.9081460525048897e-05,4.277977859601378e-05,0.2402406334877014,0.0069096977822482,1992,0.019741993663566285,18.462502,0.004935498415891571
1993,2003,6.60395817249082e-05,2.3726770450593904e-05,3.667851342470385e-05,0.2189721912145614,0.0057342331856489,1993,0.016383523387568287,19.212502,0.004095880846892072
1994,2003,5.706672527594492e-05,2.0122908608755097e-05,3.292282417532988e-05,0.1632087975740432,0.0049574407748878,1994,0.01416411649967943,19.8125,0.0035410291249198577
1995,2003,4.275223545846529e-05,1.470951065130066e-05,2.5609751901356503e-05,0.1201287358999252,0.0037147288676351,1995,0.010613511050386002,21.087502,0.0026533777625965004
1996,2003,3.382465001777746e-05,1.1351816283422522e-05,2.116367613780312e-05,0.0932408422231674,0.0029416340403258,1996,0.008404668686645142,21.087502,0.0021011671716612856
1997,2003,2.774857966869604e-05,9.066719940165058e-06,1.8218703189631924e-05,0.0748223811388015,0.0024166468065232,1997,0.006904705161494857,21.837502,0.0017261762903737143
1998,2003,2.3359685656032525e-05,7.420328074658755e-06,1.6101761502795853e-05,0.0615868009626865,0.0020375405438244,1998,0.005821544410926857,20.9375,0.0014553861027317143
1999,2003,2.0091374608455222e-05,6.191275588207645e-06,1.4530803127854597e-05,0.0517499484121799,0.0017554588848724,1999,0.005015596813921144,21.2375,0.001253899203480286
2000,2003,2.266433511977084e-05,6.823390776844462e-06,1.741496816975996e-05,0.0798657163977623,0.0019870977848768,2000,0.005677422242505143,21.462502,0.0014193555606262858
2001,2003,3.262353493482806e-05,9.570440852257889e-06,2.6602876459946856e-05,0.0979110300540924,0.0028706227894872,2001,0.008201779398534859,20.8625,0.0020504448496337147
2002,2003,3.315984577056952e-05,9.38215816859156e-06,2.814364233927336e-05,0.0855442434549331,0.0029217037372291,2002,0.008347724963511716,19.0625,0.002086931240877929
2003,2003,2.7373429475119337e-05,7.449236363754608e-06,2.3955699361977167e-05,0.0691650584340095,0.0024134977720677,2003,0.0068957079201934285,19.4375,0.0017239269800483571
2004,2003,2.3846945623517968e-05,6.246041266422253e-06,2.15152685996145e-05,0.0603383667767047,0.0021051371004432,2004,0.006014677429837715,20.6375,0.0015036693574594288
2005,2003,2.1321882741176523e-05,5.375237378757447e-06,1.9789202269748785e-05,0.0520336925983428,0.0018847106257453,2005,0.005384887502129429,20.1125,0.0013462218755323572
2006,2003,1.8528948203311305e-05,4.488496415433474e-06,1.7648160792305134e-05,0.0443442836403846,0.0016401928151026,2006,0.004686265186007428,21.162498,0.001171566296501857
2007,2003,1.9286981114419177e-05,4.504759090195876e-06,1.891126339614857e-05,0.0541213750839233,0.0017108056927099,2007,0.004888016264885429,20.712502,0.0012220040662213572
2008,2003,2.384822983003687e-05,5.373480234993622e-06,2.401256097073201e-05,0.0635275021195411,0.0021196359302848,2008,0.006056102657956572,19.0625,0.001514025664489143
2009,2003,2.4336910428246483e-05,5.273060651234118e-06,2.4965620468719862e-05,0.0598925910890102,0.0021659601479768,2009,0.006188457565648,19.3625,0.001547114391412
2010,2003,2.6732535843621008e-05,5.579020580626093e-06,2.7945694455411285e-05,0.0798050761222839,0.0023833382874727,2010,0.0068095379642077155,21.087502,0.0017023844910519289
2011,2003,3.541655678418465e-05,7.104934411472641e-06,3.769874092540704e-05,0.1004369407892227,0.0031634157057851,2011,0.009038330587957428,20.9375,0.002259582646989357
2012,2003,4.187711238046177e-05,8.099333172140177e-06,4.504100434132852e-05,0.1254867911338806,0.0037432785611599,2012,0.010695081603314,16.7375,0.0026737704008285
2013,2003,0.0001002114950097166,1.892339605547022e-05,0.00010721507715061308,0.5334982872009277,0.0089662736281752,2013,0.025617924651929143,16.1375,0.006404481162982286
2014,2003,0.0002209517260780558,4.027471368317492e-05,0.00023316274746321144,0.7774577140808105,0.0197580121457576,2014,0.05645146327359314,15.612499,0.014112865818398285
2015,2003,0.00024554593255743384,4.358891965239309e-05,0.00025126157561317086,1.2429428100585938,0.021871292963624,2015,0.06248940846749715,16.6625,0.015622352116874287
2016,2003,0.0002256076695630327,3.877867493429221e-05,0.00022709574841428548,0.7004934549331665,0.0200112238526344,2016,0.05717492529324114,18.2375,0.014293731323310285
2017,2003,9.318607772001997e-05,1.5464391253772192e-05,9.136188600677996e-05,0.2828116714954376,0.008224437944591,2017,0.023498394127402858,18.837502,0.0058745985318507145
2018,2003,6.048498835298233e-05,9.721046808408572e-06,5.850006709806621e-05,0.1810867041349411,0.0053331763483583,2018,0.015237646709595144,20.1875,0.003809411677398786
2019,2003,4.8980680730892345e-05,7.669021215406246e-06,4.7278015699703246e-05,0.170376569032669,0.0043221255764365,2019,0.01234893021839,20.412498,0.0030872325545975
2020,2003,4.5070592022966594e-05,6.883975856908364e-06,4.367378278402612e-05,0.1423295885324478,0.0039828242734074,2020,0.011379497924021145,19.7375,0.0028448744810052862
2021,2003,4.192167762084864e-05,6.254912477743346e-06,4.067967165610753e-05,0.1482795774936676,0.0037086196243762,2021,0.010596056069646287,18.2375,0.0026490140174115716
2022,2003,3.858929267153144e-05,5.610714197246125e-06,3.7414487451314926e-05,0.1105605140328407,0.0034174281172454,2022,0.009764080334986857,18.9875,0.0024410200837467143
2023,2003,3.166142414556816e-05,4.474271008803044e-06,3.0501636501867324e-05,0.0903106704354286,0.0028058234602212,2023,0.008016638457774857,19.962502,0.0020041596144437144
2024,2003,2.7858204703079537e-05,3.838922566501424e-06,2.677273914741818e-05,0.0836739167571067,0.0024717012420296,2024,0.007062003548656001,19.3625,0.0017655008871640002
2025,2003,2.803378993121441e-05,3.78708818971063e-06,2.702629535633605e-05,0.0983638241887092,0.0024918077979236,2025,0.0071194508512102865,18.6125,0.0017798627128025716
2026,2003,3.566243685781956e-05,4.754501787829213e-06,3.4696982766035944e-05,0.1669831871986389,0.0031780237331986,2026,0.009080067809138857,18.162498,0.0022700169522847143
2027,2003,4.777827780344524e-05,6.262304850679357e-06,4.664446896640584e-05,0.176758125424385,0.0042663179337978,2027,0.012189479810850858,18.3875,0.0030473699527127146
2028,2003,4.555384657578543e-05,5.821437753184e-06,4.409086614032276e-05,0.126246303319931,0.0040701529942452,2028,0.011629008554986286,18.912498,0.0029072521387465715
2029,2003,3.54751646227669e-05,4.4086641537433024e-06,3.389073026482947e-05,0.0962597355246543,0.0031708164606243,2029,0.009059475601783714,20.5625,0.0022648689004459285
2030,2003,2.876365397241898e-05,3.4774127470882377e-06,2.718797441048082e-05,0.0765151754021644,0.0025730459019541,2030,0.007351559719868857,20.787498,0.0018378899299672142
2031,2003,2.4062626835075207e-05,2.8309020763117587e-06,2.2526703105540943e-05,0.0627832785248756,0.0021547086071223,2031,0.006156310306063714,20.412498,0.0015390775765159286
2032,2003,2.106935062329285e-05,2.4135481453413377e-06,1.956783125933725e-05,0.0561905652284622,0.0018892801599577,2032,0.005397943314164858,20.9375,0.0013494858285412145
2033,2003,1.8838589312508706e-05,2.0985341961932136e-06,1.7368462067679502e-05,0.0473655983805656,0.0016919741174206,2033,0.0048342117640588576,21.3125,0.0012085529410147144
2034,2003,1.6645228242850862e-05,1.804547878236917e-06,1.5211110621748958e-05,0.0416679270565509,0.0014970346819609,2034,0.004277241948459715,20.037498,0.0010693104871149287
2035,2003,1.6019217582652345e-05,1.698186679277569e-06,1.4528986866935156e-05,0.0449007824063301,0.0014428608119487,2035,0.0041224594627105714,18.6875,0.0010306148656776429
2036,2003,1.5713505490566604e-05,1.626666175980063e-06,1.4130725503491703e-05,0.0379201546311378,0.0014176634140312,2036,0.0040504668972320005,19.8125,0.0010126167243080001
2037,2003,1.4352354810398538e-05,1.451709294997272e-06,1.2762475307681598e-05,0.0353489257395267,0.0012967423535883,2037,0.0037049781531094286,20.037498,0.0009262445382773572
2038,2003,1.3319641766429411e-05,1.315934810008912e-06,1.1708511920005549e-05,0.0311023909598588,0.0012053441023454,2038,0.003443840292415429,20.412498,0.0008609600731038573
2039,2003,1.2357777450233698e-05,1.1940426247747382e-06,1.0732158443715887e-05,0.0295489896088838,0.0011201024753972,2039,0.0032002927868491427,20.412498,0.0008000731967122857
2040,2003,1.2844797311117873e-05,1.2184103752588271e-06,1.1043596714443993e-05,0.0346938818693161,0.0011663712793961,2040,0.003332489369703143,19.662498,0.0008331223424257858
2041,2003,1.3324829524208326e-05,1.238018853655376e-06,1.131595763581572e-05,0.0305207017809152,0.0012119150487706,2041,0.0034626144250588576,19.287498,0.0008656536062647144
2042,2003,1.201190025312826e-05,1.0919611668214202e-06,1.0039963854069356e-05,0.0269772745668888,0.001094096340239,2042,0.0031259895435400004,20.6375,0.0007814973858850001
2043,2003,1.0854499123524874e-05,9.658091357778176e-07,8.925492693379056e-06,0.0239120852202177,0.0009901798330247402,2043,0.002829085237213544,20.712502,0.000707271309303386
2044,2003,9.869047062238678e-06,8.599290026722883e-07,7.977558198035695e-06,0.0213346537202596,0.0009016588446684182,2044,0.002576168127624052,20.5625,0.000644042031906013
2045,2003,9.039979886438232e-06,7.727614388386428e-07,7.17607554179267e-06,0.019202196970582,0.0008270469261333346,2045,0.0023629912175238132,19.5125,0.0005907478043809533
2046,2003,9.091361789614892e-06,7.664427812414942e-07,7.095891760400264e-06,0.0213359203189611,0.0008330368436872959,2046,0.0023801052676779883,19.287498,0.0005950263169194971
2047,2003,1.1038402590202168e-05,9.20796310310834e-07,8.487818377034273e-06,0.0286529771983623,0.0010132587049156,2047,0.002895024871187429,19.1375,0.0007237562177968573
2048,2003,3.5974240745417774e-05,3.024796114914352e-06,2.7233760192757472e-05,0.295866459608078,0.0033101681619882,2048,0.009457623319966286,19.212502,0.0023644058299915715
2049,2003,0.00011182070011273026,9.161497473542111e-06,8.269131649285555e-05,0.335401326417923,0.0103039192035794,2049,0.029439769153084,20.337502,0.007359942288271
2050,2003,7.469185220543295e-05,5.965182026557159e-06,5.36376865056809e-05,0.2256992608308792,0.006877445615828,2050,0.01964984461665143,21.2375,0.004912461154162858
