,NO3_Loss(gN/day/m2)_Delineated_Average,Step,Runoff_All(mm/day)_Delineated_Average,Year,NH4_Loss(gN/day/m2)_Delineated_Average,DON_Loss(gN/day/m2)_Delineated_Average,DOC_Loss(gC/day/m2)_Delineated_Average,DOC_mg/L,Sfc_Water_Temp_C,CO2
1745,3.622134681791067e-05,1745,0.1735269576311111,2002,9.431285434402524e-06,6.947022484382614e-05,0.0072003086097538,0.02057231031358229,10.0625,0.005143077578395572
1746,4.24276695412118e-05,1746,0.1981103867292404,2002,1.124905793403741e-05,8.220452582463622e-05,0.0085129011422395,0.024322574692112856,7.5875,0.006080643673028214
1747,3.13326672767289e-05,1747,0.1413909643888473,2002,8.453323971480131e-06,6.133133865660056e-05,0.0063470709137618,0.018134488325033716,12.1625,0.004533622081258429
1748,2.309976844117045e-05,1748,0.1011784076690673,2002,6.332695193123072e-06,4.556540443445556e-05,0.0047188983298838,0.013482566656810857,15.6875,0.0033706416642027143
1749,1.8076083506457508e-05,1749,0.0772755965590477,2002,5.030419288232224e-06,3.5883374948753044e-05,0.003719771746546,0.010627919275845716,14.5625,0.002656979818961429
1750,1.48463959703804e-05,1750,0.0622566491365432,2002,4.193045242573135e-06,2.96612433885457e-05,0.0030771284364163,0.008791795532618,12.8375,0.0021979488831545
1751,1.257694839296164e-05,1751,0.0518514849245548,2002,3.603838422350236e-06,2.5289666155003943e-05,0.0026260339654982,0.007502954187137714,13.362499,0.0018757385467844286
1752,1.0837592526513616e-05,1752,0.0439857728779315,2002,3.1491963454755023e-06,2.19289431697689e-05,0.0022797165438532,0.006513475839580572,14.1875,0.001628368959895143
1753,9.468779353483114e-06,1753,0.0379027053713798,2002,2.7892733669432346e-06,1.927860103023704e-05,0.0020065275020897,0.005732935720256286,13.887501,0.0014332339300640715
1754,8.497533599438611e-06,1754,0.0337917134165763,2002,2.5372419258928858e-06,1.740863808663562e-05,0.0018142784247174,0.005183652642049715,14.487499,0.0012959131605124288
1755,7.745054062979762e-06,1755,0.0304559469223022,2002,2.343044343433576e-06,1.5968034858815372e-05,0.0016659455141052,0.0047598443260148575,13.2125,0.0011899610815037144
1756,6.978961209824774e-06,1756,0.0271729566156864,2002,2.1392215785454027e-06,1.4483432096312754e-05,0.0015126049984246,0.004321728566927429,12.987499,0.0010804321417318572
1757,6.313084213616094e-06,1757,0.0243147574365139,2002,1.95947109205008e-06,1.3187317563279066e-05,0.0013793000252917,0.003940857215119143,15.387501,0.0009852143037797857
1758,5.7177626331395e-06,1758,0.0218031164258718,2002,1.7960925333682098e-06,1.2020845133520195e-05,0.0012591549893841,0.0035975856839545717,15.1625,0.0008993964209886429
1759,5.216192676016362e-06,1759,0.0197185613214969,2002,1.6579826933593722e-06,1.103875820263056e-05,0.0011578092817217,0.0033080265192048574,14.4125,0.0008270066298012144
1760,4.815092324861325e-06,1760,0.0181128028780221,2002,1.550508272885054e-06,1.026121390168555e-05,0.0010768926003947,0.0030768360011277146,9.6125,0.0007692090002819286
1761,4.504388925852254e-06,1761,0.0168800260871648,2002,1.4707821947013144e-06,9.668789971328806e-06,0.0010151490569114,0.0029004258768897144,8.3375,0.0007251064692224286
1762,4.224015356157906e-06,1762,0.0157575011253356,2002,1.398850031364418e-06,9.132702871283982e-06,0.000959498283918947,0.0027414236683398485,10.5875,0.0006853559170849621
1763,3.960495632782113e-06,1763,0.0147143574431538,2002,1.330394752585562e-06,8.623918802186381e-06,0.0009066122001968324,0.00259032057199095,10.1375,0.0006475801429977375
1764,3.7235151921777287e-06,1764,0.0137776043266057,2002,1.2687355592788665e-06,8.16514057078166e-06,0.0008589678327552974,0.0024541938078722785,10.5875,0.0006135484519680696
1765,3.496151748549892e-06,1765,0.0128681464120745,2002,1.2081580962330918e-06,7.721021574980114e-06,0.0008131121867336333,0.0023231776763818096,13.2125,0.0005807944190954524
1766,3.340182502142852e-06,1766,0.0123623823747038,2002,1.1710503713402431e-06,7.427810487570241e-06,0.0007829284877516329,0.002236938536433237,11.7875,0.0005592346341083093
1767,3.2632360671414062e-06,1767,0.0120787303894758,2002,1.1603148095673532e-06,7.305650342459558e-06,0.000770337413996458,0.0022009640399898805,7.1375,0.0005502410099974701
1768,3.130890036118217e-06,1768,0.0115624275058507,2002,1.1287132792858756e-06,7.054892193991691e-06,0.0007441318593919277,0.0021260910268340793,6.8375,0.0005315227567085198
1769,2.980938461405458e-06,1769,0.0109690418466925,2002,1.0893841135839466e-06,6.75991213938687e-06,0.0007134506595321,0.002038430455806,10.0625,0.0005096076139515
1770,2.827577418429428e-06,1770,0.010361798107624,2002,1.0473681868461426e-06,6.45281033939682e-06,0.0006815771339461207,0.0019473632398460594,11.4125,0.00048684080996151484
1771,2.679438239283627e-06,1771,0.0097778076305985,2002,1.0058694215331343e-06,6.153702088340651e-06,0.0006505495402961969,0.0018587129722748485,11.9375,0.00046467824306871213
1772,2.630727294672397e-06,1772,0.0097538642585277,2002,1.0015263569584931e-06,6.078539172449382e-06,0.0006430177018046379,0.001837193433727537,9.6875,0.00045929835843188424
1773,2.637467559907236e-06,1773,0.0097378650680184,2002,1.0173472446695089e-06,6.13260226600687e-06,0.0006492962711490691,0.0018551322032830547,11.9375,0.00046378305082076367
1774,2.5534482119837776e-06,1774,0.0094957901164889,2002,9.980999493564011e-07,5.9725443861680105e-06,0.0006326530710794032,0.001807580203084009,8.2625,0.00045189505077100227
1775,2.525633590266807e-06,1775,0.0093824695795774,2002,1.0007413493440254e-06,5.93450567976106e-06,0.0006286214920692146,0.0017960614059120419,-2.5375001,0.00044901535147801047
1776,2.4634425699332496e-06,1776,0.0091241123154759,2002,9.861113312581438e-07,5.798071924800752e-06,0.0006141201010905206,0.0017546288602586304,-9.212501,0.0004386572150646576
1777,2.404521183052566e-06,1777,0.0088795805349946,2002,9.712438213682615e-07,5.673051418852992e-06,0.0006008543423376977,0.0017167266923934223,-2.7625003,0.0004291816730983556
1778,2.378677891101688e-06,1778,0.0088379131630063,2002,9.688658337836389e-07,5.625620815408183e-06,0.0005959539557807148,0.0017027255879448993,4.7375,0.00042568139698622484
1779,2.3716820578556508e-06,1779,0.0087759206071496,2002,9.735027788337902e-07,5.621425316348905e-06,0.0005955568049103022,0.001701590871172292,1.8125,0.000425397717793073
1780,2.3077386686054524e-06,1780,0.0085092410445213,2002,9.540915471006883e-07,5.478960702021141e-06,0.0005804508691653609,0.0016584310547581743,-2.7625003,0.00041460776368954357
1781,2.2515960154123604e-06,1781,0.0082702366635203,2002,9.36935578010889e-07,5.353969299903838e-06,0.0005672075203619897,0.0016205929153199708,-1.1124997,0.0004051482288299927
1782,2.193952241213992e-06,1782,0.008021886460483,2002,9.184237796944216e-07,5.224613232712727e-06,0.0005535460077226162,0.0015815600220646178,2.1125002,0.00039539000551615445
1783,2.132833515133825e-06,1783,0.0077589806169271,2002,8.980676398095966e-07,5.086615601612721e-06,0.0005390195874497294,0.0015400559641420841,4.3625,0.00038501399103552103
1784,2.069665697490564e-06,1784,0.0074887489899992,2002,8.766548944549868e-07,4.943550266034436e-06,0.0005239917663857341,0.001497119332530669,5.7875,0.0003742798331326672
1785,2.0072316146979574e-06,1785,0.0072251125238835,2002,8.553492421015108e-07,4.802014700544532e-06,0.0005091208149679005,0.0014546308999082874,5.7125,0.00036365772497707184
1786,2.360735379625112e-06,1786,0.0094555355608463,2002,1.0166985475734691e-06,5.653191237797728e-06,0.0005997488042339683,0.0017135680120970523,7.3625,0.00042839200302426306
1787,3.0946471269999165e-06,1787,0.0123112155124545,2002,1.3411018926490217e-06,7.423492661473574e-06,0.0007876789895817637,0.0022505113988050395,3.4625,0.0005626278497012599
1788,2.9810730666213203e-06,1788,0.0117957610636949,2002,1.2999136060898309e-06,7.1622043833485804e-06,0.0007599617238156497,0.0021713192109018564,0.38749993,0.0005428298027254641
1789,2.8782847039110493e-06,1789,0.0113222720101475,2002,1.2624442433661898e-06,6.925924935785588e-06,0.00073494907701388,0.002099854505753943,2.8625002,0.0005249636264384858
1790,2.8038120944984257e-06,1790,0.0110261905938386,2002,1.237423816746741e-06,6.757245046173921e-06,0.0007172283949330449,0.0020492239855229855,5.8625,0.0005123059963807464
1791,2.7551825496630045e-06,1791,0.0107919815927743,2002,1.2237715054652654e-06,6.651494459219975e-06,0.0007063371012918651,0.002018106003691043,8.7875,0.0005045265009227608
1792,2.659647634573048e-06,1792,0.0103370649740099,2002,1.189171939586231e-06,6.43320936433156e-06,0.0006835468229837716,0.001952990922810776,9.7625,0.000488247730702694
1793,2.541437879699515e-06,1793,0.0098073538392782,2002,1.144178895629011e-06,6.160130396892782e-06,0.000654874718748033,0.0018710706249943803,9.2375,0.0004677676562485951
1794,2.436665681671002e-06,1794,0.0093465819954872,2002,1.104726038647641e-06,5.919112481933553e-06,0.000629477552138269,0.0017985072918236258,7.2875,0.00044962682295590645
1795,2.350057002331596e-06,1795,0.008973091840744,2002,1.0728115285019155e-06,5.72065573578584e-06,0.0006084501510486007,0.001738429002996002,3.1625,0.0004346072507490005
1796,2.271193125125137e-06,1796,0.0086209867149591,2002,1.043982933879306e-06,5.541058726521442e-06,0.0005895623471587896,0.0016844638490251134,7.5875,0.00042111596225627836
1797,2.18829291043221e-06,1797,0.0082604186609387,2002,1.01292721410573e-06,5.350956143956864e-06,0.0005695343133993447,0.0016272408954266992,7.2125,0.0004068102238566748
1798,2.1095511328894645e-06,1798,0.0079178260639309,2002,9.834687944021423e-07,5.170803433429683e-06,0.0005505933659151196,0.0015731239026146276,8.1875,0.0003932809756536569
1799,2.034622639257577e-06,1799,0.0075979549437761,2002,9.553698419040302e-07,4.999343673262047e-06,0.0005325203528627753,0.0015214867224650724,7.0625,0.0003803716806162681
1800,1.9656456515804166e-06,1800,0.0073032048530876,2002,9.296942948822108e-07,4.842091129830806e-06,0.0005159624852240086,0.0014741785292114531,7.5125,0.0003685446323028633
1801,1.899617245726404e-06,1801,0.0070237088948488,2002,9.050403946275764e-07,4.691545200330438e-06,0.0005001037498004735,0.0014288678565727814,7.3625,0.00035721696414319534
1802,1.8369537428952756e-06,1802,0.0067594065330922,2002,8.81642790773185e-07,4.548854576569283e-06,0.00048508241889066994,0.001385949768259057,7.6625,0.0003464874420647643
1803,1.7757279238139745e-06,1803,0.0065013235434889,2002,8.586433750679134e-07,4.409421308082528e-06,0.00047043440281413496,0.0013440982937546714,8.6375,0.00033602457343866784
1804,1.7154692386611714e-06,1804,0.0062498217448592,2002,8.358155696441827e-07,4.272037585906219e-06,0.000456001638667658,0.0013028618247647374,8.8625,0.00032571545619118435
1805,1.658074211263738e-06,1805,0.0060126967728137,2002,8.140622185237589e-07,4.141339104535291e-06,0.0004422622441779822,0.001263606411937092,8.6375,0.000315901602984273
1806,1.6026982621042407e-06,1806,0.0057833925820887,2002,7.930380547804816e-07,4.015503236587392e-06,0.0004290684009902179,0.0012259097171149085,9.6875,0.00030647742927872714
1807,1.5482764865737408e-06,1807,0.0055611380375921,2002,7.72192890963197e-07,3.891663254762534e-06,0.0004160694952588528,0.001188769986453865,9.5375,0.0002971924966134663
1808,1.5945249742799206e-06,1808,0.0059473770670592,2002,8.026436262298375e-07,4.0188665479945485e-06,0.0004298275162000209,0.0012280786177143455,5.2625,0.00030701965442858636
1809,1.719295937618881e-06,1809,0.006393751129508,2002,8.722283268980391e-07,4.345963134255726e-06,0.00046484876656904817,0.0013281393330544233,2.3375,0.00033203483326360583
1810,1.7085442323150346e-06,1810,0.0063876193016767,2002,8.734299399293377e-07,4.318805167713435e-06,0.0004620446998160333,0.0013201277137600952,4.4375,0.0003300319284400238
1811,1.733844896989467e-06,1811,0.0064887097105383,2002,8.928878969527432e-07,4.383050509204622e-06,0.000469021120807156,0.001340060345163303,4.8125,0.00033501508629082575
1812,1.721685407574114e-06,1812,0.006404211744666,2002,8.927091812438448e-07,4.352812084107427e-06,0.00046586422831751406,0.0013310406523357546,4.1375,0.00033276016308393864
1813,1.6803966218503774e-06,1813,0.0062159076333045,2002,8.769783335083048e-07,4.24885638494743e-06,0.0004547941207420081,0.0012994117735485946,2.7875,0.00032485294338714866
1814,1.644045596549404e-06,1814,0.0060519170947372,2002,8.635068411422253e-07,4.157384410063969e-06,0.00044508653809316456,0.0012716758231233274,4.3625,0.00031791895578083185
1815,1.6146533425853704e-06,1815,0.0059224506840109,2002,8.535166671208572e-07,4.083424755663145e-06,0.0004372807452455163,0.0012493735578443324,5.6375,0.0003123433894610831
1816,1.5864484339545015e-06,1816,0.0057868515141308,2002,8.43712712139677e-07,4.012517820228823e-06,0.0004297487030271441,0.0012278534372204117,3.2375002,0.0003069633593051029
1817,1.5533075838902732e-06,1817,0.0056397127918899,2002,8.306998893203854e-07,3.929121248802403e-06,0.0004208368191029877,0.001202390911722822,-0.0625,0.0003005977279307055
1818,1.5226792129396929e-06,1818,0.0054986914619803,2002,8.187508910850738e-07,3.852154804917518e-06,0.0004126496787648648,0.001178999082185328,3.2375002,0.000294749770546332
1819,1.4898777180860634e-06,1819,0.0053507261909544,2002,8.054053637351899e-07,3.769619297600002e-06,0.0004038735060021281,0.0011539243028632232,3.7625,0.0002884810757158058
1820,1.4608551737183006e-06,1820,0.0052257967181503,2002,7.934594350444968e-07,3.6965466279070816e-06,0.0003960478934459388,0.0011315654098455396,-2.9125001,0.0002828913524613849
1821,1.4382112567545846e-06,1821,0.0051251985132694,2002,7.84450037372153e-07,3.639695478341309e-06,0.00038995311479084194,0.0011141517565452627,-3.5125003,0.0002785379391363157
1822,1.4155236840451837e-06,1822,0.0050226864404976,2002,7.751423822810466e-07,3.582737463148078e-06,0.00038386424421332777,0.001096754983466651,-0.5124999,0.00027418874586666273
1823,1.392758690599294e-06,1823,0.0049234232865273,2002,7.654142564206268e-07,3.525495003486867e-06,0.0003777302044909448,0.0010792291556884137,-3.4375,0.0002698072889221034
1824,1.3736988648815895e-06,1824,0.0048414510674774,2002,7.571797482341935e-07,3.4776105621858733e-06,0.0003725833958014846,0.0010645239880042417,-9.512501,0.00026613099700106043
1825,1.3562014373746931e-06,1825,0.0047624418511986,2002,7.495937097701244e-07,3.433732217672514e-06,0.00036787730641663074,0.0010510780183332308,-3.7374997,0.0002627695045833077
1826,1.3362267736738431e-06,1826,0.0046732230111956,2003,7.40543327992782e-07,3.383546300028684e-06,0.00036251009441912174,0.0010357431269117764,-0.96249986,0.0002589357817279441
1827,1.3150041695553227e-06,1827,0.0045795859768986,2003,7.307439204851107e-07,3.330170784465736e-06,0.0003568097308743745,0.0010194563739267845,0.0124999285,0.0002548640934816961
1828,1.2935357744936482e-06,1828,0.0044852271676063,2003,7.207645467133261e-07,3.276154529885389e-06,0.0003510457172524184,0.0010029877635783383,0.7624999,0.00025074694089458456
1829,1.2722296105494024e-06,1829,0.0043923142366111,2003,7.10831955075264e-07,3.2225220820691902e-06,0.00034532276913523674,0.0009866364832435337,0.7624999,0.0002466591208108834
1830,1.3241418628240351e-06,1830,0.0047416840679943,2003,7.430482469317212e-07,3.353058446009527e-06,0.00035947500145994127,0.0010270714327426894,6.6875,0.00025676785818567235
1831,2.27854297918384e-06,1831,0.0105659253895282,2003,1.293203013119637e-06,5.765451078332262e-06,0.0006186732207424939,0.0017676377735499826,8.2625,0.00044190944338749565
1832,4.532098955678521e-06,1832,0.0207763649523258,2003,2.58167142419552e-06,1.1475955034256913e-05,0.0012317280052229,0.0035192228720654292,5.6375,0.0008798057180163573
1833,4.26017277277424e-06,1833,0.0193174462765455,2003,2.436797331029084e-06,1.0794957233883906e-05,0.001158901490271,0.00331114711506,6.8375,0.000827786778765
1834,4.023891960969195e-06,1834,0.018083605915308,2003,2.311138132427004e-06,1.020320996758528e-05,0.0010953968157991,0.0031297051879974284,2.3375,0.0007824262969993571
1835,3.818276582023827e-06,1835,0.0169894285500049,2003,2.202584255428519e-06,9.689460057416e-06,0.0010405022185295,0.0029728634815128574,6.9875,0.0007432158703782144
1836,3.665007625386352e-06,1836,0.0162622779607772,2003,2.124241973433527e-06,9.307509571954142e-06,0.0009996980661526322,0.0028562801890075207,5.8625,0.0007140700472518802
1837,3.5546920571505325e-06,1837,0.0156389940530061,2003,2.069646370728151e-06,9.034748472913634e-06,0.0009704959811642766,0.002772845660469362,3.8375,0.0006932114151173405
1838,3.4399120067973854e-06,1838,0.0151187730953097,2003,2.012595814449014e-06,8.750140295887832e-06,0.0009400442941114306,0.0026858408403183736,4.2875,0.0006714602100795934
1839,3.358287813171046e-06,1839,0.0146423242986202,2003,1.9738467926799785e-06,8.549774065613747e-06,0.0009185930248349904,0.002624551499528544,3.3125,0.000656137874882136
1840,3.21005609293934e-06,1840,0.013878951780498,2003,1.8955429368361365e-06,8.179657015716657e-06,0.0008789818966761231,0.0025113768476460662,5.3375,0.0006278442119115166
1841,3.1463225695915757e-06,1841,0.0136769339442253,2003,1.868079039013537e-06,8.024252565519419e-06,0.000862614659126848,0.0024646133117909945,7.8875,0.0006161533279477486
1842,3.12631323140522e-06,1842,0.0134757151827216,2003,1.865537910816784e-06,7.981016096891835e-06,0.0008581685251556337,0.0024519100718732394,6.0125,0.0006129775179683099
1843,2.982642399729229e-06,1843,0.0127451019361615,2003,1.7891097741085105e-06,7.622287739650346e-06,0.0008198635187000036,0.0023424671962857246,7.4375,0.0005856167990714312
1844,2.8457202461140696e-06,1844,0.0120589463040232,2003,1.7161573850899003e-06,7.280377758434042e-06,0.0007833424024283886,0.002238121149795396,7.2875,0.000559530287448849
1845,2.725903868849855e-06,1845,0.0114714438095688,2003,1.652659079809382e-06,6.981388651183806e-06,0.0007512792362831533,0.002146512103666152,4.0625,0.000536628025916538
1846,2.628445599839324e-06,1846,0.0109963677823543,2003,1.6017941106838407e-06,6.73854083288461e-06,0.0007251616916619241,0.0020718905476054977,0.6125001,0.0005179726369013744
1847,2.546088580857031e-06,1847,0.0105935847386717,2003,1.5590273960697232e-06,6.533228770422284e-06,0.0007030562264844775,0.002008732075669936,-1.1124997,0.000502183018917484
1848,2.467052127030911e-06,1848,0.0101999267935752,2003,1.517503619652416e-06,6.336067599477246e-06,0.0006818940164521337,0.0019482686184346678,2.7875,0.00048706715460866695
1849,2.4079201921267668e-06,1849,0.0099461283534765,2003,1.488236989644065e-06,6.189570285641821e-06,0.0006662897649221122,0.0019036850426346066,5.7875,0.00047592126065865164
1850,2.9095547233737307e-06,1850,0.0133400037884712,2003,1.8136390735890016e-06,7.481858119717799e-06,0.0008058384992182255,0.0023023957120520727,7.2125,0.0005755989280130182
1851,4.232588707964169e-06,1851,0.0201547108590602,2003,2.6568075099930866e-06,1.0894218576140702e-05,0.0011740899644792,0.003354542755654857,9.6875,0.0008386356889137143
1852,4.593887751980219e-06,1852,0.0215878654271364,2003,2.899716264437302e-06,1.1838866157631855e-05,0.001276689581573,0.0036476845187800003,10.7375,0.0009119211296950001
1853,4.270438694220502e-06,1853,0.019849557429552,2003,2.711178467507125e-06,1.1019549674529117e-05,0.0011887132422998,0.0033963235494279998,7.8125,0.0008490808873569999
1854,4.011719283880666e-06,1854,0.0184699799865484,2003,2.561631163189304e-06,1.03657348518027e-05,0.0011183656752109,0.0031953305006025717,5.5625,0.0007988326251506429
1855,3.7906106626905967e-06,1855,0.0172928627580404,2003,2.434718908261857e-06,9.808122740651015e-06,0.0010584980482235,0.003024280137781429,7.2875,0.0007560700344453572
1856,3.749597226487822e-06,1856,0.0173266306519508,2003,2.424473905193736e-06,9.71447389019886e-06,0.001048641745001,0.0029961192714314288,5.9375,0.0007490298178578572
1857,3.801142611337127e-06,1857,0.0174228455871343,2003,2.471704419804155e-06,9.860916179604828e-06,0.0010644731810316,0.0030413519458045712,2.0375,0.0007603379864511428
1858,3.615219611674547e-06,1858,0.0164280775934457,2003,2.363753992540296e-06,9.390980267198756e-06,0.0010138648794963,0.002896756798560857,4.7375,0.0007241891996402143
1859,3.4326305922149918e-06,1859,0.0154595682397484,2003,2.25684880206245e-06,8.928493116400205e-06,0.000964153732638806,0.0027547249503965887,6.3875,0.0006886812375991472
1860,3.263034841438639e-06,1860,0.0145759684965014,2003,2.1571872821368743e-06,8.49841489980463e-06,0.0009178643231280148,0.002622469494651471,5.1875,0.0006556173736628677
1861,3.1552481232211e-06,1861,0.0140855992212891,2003,2.0983206923119724e-06,8.228584192693233e-06,0.0008890151511877775,0.002540043289107936,7.4375,0.000635010822276984
1862,3.063957819904317e-06,1862,0.0135429874062538,2003,2.049727527264622e-06,8.002405593288131e-06,0.000865068519487977,0.00247162434139422,10.0625,0.000617906085348555
1863,2.896020532716648e-06,1863,0.0126760080456733,2003,1.949493935171631e-06,7.575805284432135e-06,0.0008194752153940499,0.002341357758268714,10.5875,0.0005853394395671785
1864,2.743933009696775e-06,1864,0.0119058052077889,2003,1.8589876162877768e-06,7.189922598627163e-06,0.000778126937802881,0.002223219822293946,9.3125,0.0005558049555734865
1865,2.6104235075763427e-06,1865,0.0112330252304673,2003,1.7801396552385995e-06,6.852094884379767e-06,0.0007419175235554576,0.0021197643530155934,9.0125,0.0005299410882538984
1866,2.6016155061370227e-06,1866,0.0113838035613298,2003,1.7874019704322563e-06,6.840321930212667e-06,0.0007410002872347832,0.0021171436778136665,8.4875,0.0005292859194534166
1867,4.314671514293877e-06,1867,0.0234599709510803,2003,3.004256313943188e-06,1.1355142305546906e-05,0.0012307200813665,0.0035163430896185716,5.1875,0.0008790857724046429
1868,8.107490430120379e-06,1868,0.0433071926236152,2003,5.681832135451259e-06,2.1377492885221727e-05,0.002317757345736,0.00662216384496,7.8875,0.00165554096124
1869,7.229828042909503e-06,1869,0.0380017645657062,2003,5.102310751681216e-06,1.9102815713267773e-05,0.0020716218277812,0.005918919507946286,8.8625,0.0014797298769865714
1870,6.496012247225735e-06,1870,0.0336234085261821,2003,4.61728041045717e-06,1.7199992726091295e-05,0.0018660523928701,0.005331578265343143,10.2125,0.0013328945663357858
1871,6.106502041802742e-06,1871,0.0316785797476768,2003,4.373301180748968e-06,1.6200519894482568e-05,0.0017578509869053,0.005022431391158,6.2375,0.0012556078477895
1872,5.912798314966494e-06,1872,0.0303358323872089,2003,4.262666152499151e-06,1.571600114402827e-05,0.0017050788737833,0.004871653925095143,0.83749986,0.0012179134812737857
1873,5.499477083503734e-06,1873,0.0279273148626089,2003,3.988991466030711e-06,1.4642096175521148e-05,0.0015883265295997,0.004538075798856286,-0.36250007,0.0011345189497140714
1874,5.131905254529556e-06,1874,0.0257786195725202,2003,3.7434735986607848e-06,1.3685413250641432e-05,0.001484531443566,0.004241518410188572,3.7625,0.001060379602547143
1875,5.308569143380737e-06,1875,0.0276322774589061,2003,3.901171567122219e-06,1.4176567674439866e-05,0.001538211479783,0.004394889942237143,6.9125,0.0010987224855592858
1876,5.8892019296763465e-06,1876,0.0306449588388204,2003,4.354646080173552e-06,1.5751560567878187e-05,0.0017093817004933,0.004883947715695143,6.0875,0.0012209869289237858
1877,5.667392997565912e-06,1877,0.0291556846350431,2003,4.213892225379823e-06,1.5181511116679758e-05,0.0016474099829792,0.004706885665654858,2.2624998,0.0011767214164137144
1878,5.2855280046060216e-06,1878,0.0269279647618532,2003,3.950220161641482e-06,1.417723069607746e-05,0.0015381447738036,0.0043946993537245715,-3.0625,0.0010986748384311429
1879,4.969198016624432e-06,1879,0.0250745881348848,2003,3.730868456841563e-06,1.3344382750801742e-05,0.001447552233003,0.004135863522865715,-1.7875001,0.0010339658807164288
1880,4.6770078370173e-06,1880,0.023364758118987,2003,3.526553882693406e-06,1.2573507774504831e-05,0.0013638406526297,0.003896687578942,1.8125,0.0009741718947355
1881,4.40180428995518e-06,1881,0.0217720381915569,2003,3.3329208690702217e-06,1.1845898370665964e-05,0.0012849232880398,0.003671209394399429,3.0875,0.0009178023485998572
1882,4.16225338994991e-06,1882,0.0204142890870571,2003,3.1640772704122355e-06,1.1211325727344956e-05,0.0012159630423411,0.003474180120974572,-1.7124999,0.000868545030243643
1883,3.963951257901499e-06,1883,0.0192878972738981,2003,3.024254283445771e-06,1.0685921552067155e-05,0.0011588321067392,0.0033109488763977146,-3.0625,0.0008277372190994286
1884,3.782953399422695e-06,1884,0.0182570423930883,2003,2.895937996072462e-06,1.0205814760411158e-05,0.0011066802544519,0.0031619435841482857,-0.5124999,0.0007904858960370714
1885,3.607833377827774e-06,1885,0.0172641668468713,2003,2.771017307168222e-06,9.74052363744704e-06,0.0010562231764197,0.003017780504056286,1.9624999,0.0007544451260140715
1886,4.587066086969571e-06,1886,0.0248332433402538,2003,3.5502537230058806e-06,1.2386979506118225e-05,0.0013437491143122,0.0038392831837491433,6.1625,0.0009598207959372858
1887,6.546359145431779e-06,1887,0.0349470078945159,2003,5.084056283521932e-06,1.7692422261461616e-05,0.001919314963743,0.0054837570392657145,2.4875002,0.0013709392598164286
1888,6.038524134055479e-06,1888,0.0318645760416984,2003,4.706137133325683e-06,1.6334599422407337e-05,0.0017716181464493,0.005061766132712286,-2.5375001,0.0012654415331780715
1889,5.615030659100739e-06,1889,0.0292828250676393,2003,4.3908107727475e-06,1.5202631402644329e-05,0.0016486240783706,0.004710354509630286,1.3625001,0.0011775886274075715
1890,5.217209945840295e-06,1890,0.0268719531595706,2003,4.0937616176961455e-06,1.4137764992483426e-05,0.0015332530019804,0.004380722862801143,5.4875,0.0010951807157002858
1891,5.630011401080992e-06,1891,0.0305941421538591,2003,4.443844773049932e-06,1.5265284673660062e-05,0.0016560376388952,0.004731536111129143,6.9875,0.0011828840277822857
1892,6.443075562856393e-06,1892,0.0344966948032379,2003,5.104610863782e-06,1.7485861462773755e-05,0.0018971861572936,0.005420531877981714,5.9375,0.0013551329694954286
1893,6.6904176492244005e-06,1893,0.0372765287756919,2003,5.332284217729466e-06,1.8172446289099756e-05,0.0019721144344657,0.005634612669902001,6.9125,0.0014086531674755002
1894,1.1545544111868368e-05,1894,0.0749432444572448,2003,9.293920811614951e-06,3.1380543077830225e-05,0.0034069917164742,0.009734262047069144,7.9625,0.002433565511767286
1895,2.976833093271125e-05,1895,0.2180162221193313,2003,2.426538048894145e-05,8.118661207845435e-05,0.0088172415271401,0.025192118648971716,8.7875,0.006298029662242929
1896,3.846090112347156e-05,1896,0.2635548412799835,2003,3.155845115543343e-05,0.00010532809392316268,0.0114297550171613,0.03265644290617514,9.7625,0.008164110726543786
1897,2.4344595658476464e-05,1897,0.1605687588453292,2003,2.0140907508903183e-05,6.700716767227277e-05,0.0072587174363434,0.02073919267526686,7.8875,0.005184798168816715
1898,1.800455902412068e-05,1898,0.1148513853549957,2003,1.5000061466707848e-05,4.973402246832848e-05,0.0053837029263377,0.015382008360964858,9.3875,0.0038455020902412144
1899,1.4071240912016949e-05,1899,0.087159477174282,2003,1.1802644621639049e-05,3.897006899933331e-05,0.0042191306129097,0.012054658894027716,12.237499,0.003013664723506929
1900,1.142773271567421e-05,1900,0.0689267814159393,2003,9.650802894611845e-06,3.170974741806276e-05,0.003435757709667,0.009816450599048572,13.887501,0.002454112649762143
1901,9.615621820557864e-06,1901,0.0568034946918487,2003,8.175166840374004e-06,2.672899790923111e-05,0.0028969924896955,0.00827712139913,9.5375,0.0020692803497825
1902,1.1376270776963793e-05,1902,0.0739390477538108,2003,9.776336810318751e-06,3.167346585541964e-05,0.0034356547985225,0.009816156567207144,12.012501,0.002454039141801786
1903,1.916729706863407e-05,1903,0.1323798894882202,2003,1.663916373217944e-05,5.3483297961065546e-05,0.0058023990131914,0.016578282894832572,7.5125,0.004144570723708143
1904,2.1127023501321677e-05,1904,0.1402980983257293,2003,1.847817475209013e-05,5.917337693972513e-05,0.0064167235977947,0.018333495993699146,8.6375,0.004583373998424786
1905,1.5902716768323444e-05,1905,0.102388672530651,2003,1.4019860827829689e-05,4.470438216230832e-05,0.0048461039550602,0.013846011300172002,10.8875,0.0034615028250430005
